"Column_Variable","Column_Variable_Label","Column_Variable_Value","Column_Variable_Value_Label","Row_Variable","Row_Variable_Label","Row_Variable_Value","Row_Variable_Value_Label","Subtable_Variable","Subtable_Variable_Label","Subtable_Variable_Value","Subtable_Variable_Value_Label","Statistic","Estimate","Standard_Error","Relative_Standard_Error","Weighted_Sample_Size","Confidence_Intrval_95pct_Lwr_Bnd","Confidence_Intrval_95pct_Upr_Bnd"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","8.867846","1.2165674","13.7188605","21885","6.48","11.25"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","7.650224","1.0437169","13.6429586","18880","5.60","9.70"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","100.000000","","","246787","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","19","$100,000 - $109,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","75.608805","1.4253075","1.8851079","314954","72.82","78.40"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","10.396623","0.9688414","9.3188090","43308","8.50","12.30"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","5.805194","0.7366559","12.6895996","24182","4.36","7.25"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","8.189378","0.8406373","10.2649718","34113","6.54","9.84"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","416557","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","78.152200","2.0524170","2.6261795","142789","74.13","82.17"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","8.977621","1.3395241","14.9207015","16403","6.35","11.60"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","4.932213","0.8908633","18.0621411","9011","3.19","6.68"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","7.937966","1.2741179","16.0509371","14503","5.44","10.44"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","100.000000","","","182706","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","74.143759","1.8941615","2.5547147","169188","70.43","77.86"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","11.696551","1.2656344","10.8205784","26690","9.22","14.18"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","6.229081","1.0902593","17.5027311","14214","4.09","8.37"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","7.930609","1.1325988","14.2813595","18097","5.71","10.15"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","100.000000","","","228189","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","20","$110,000 - $119,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","79.967596","1.4709111","1.8393839","298026","77.08","82.85"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","9.036598","0.9507018","10.5205717","33678","7.17","10.90"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","5.246476","0.6684731","12.7413733","19553","3.94","6.56"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","5.749330","1.0476040","18.2213227","21427","3.70","7.80"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","372684","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","82.238027","2.3454166","2.8519855","142029","77.64","86.84"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","7.177303","1.2634532","17.6034551","12396","4.70","9.65"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","5.273744","1.0946180","20.7559971","9108","3.13","7.42"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","5.310927 !","2.0045136","37.7431987","9172","1.38","9.24"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","100.000000","","","172705","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","78.110582","1.8446518","2.3615901","150471","74.50","81.73"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","10.465821","1.3280984","12.6898637","20161","7.86","13.07"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","5.268854","0.9424703","17.8875779","10150","3.42","7.12"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","6.154744","0.9288568","15.0917215","11856","4.33","7.98"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","100.000000","","","192638","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","21","$120,000 - $129,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","79.887209","1.5286962","1.9135682","244348","76.89","82.88"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","9.471409","0.9914400","10.4677146","28970","7.53","11.41"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","5.673843","0.8357653","14.7301459","17354","4.04","7.31"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","4.967540","0.7465705","15.0289789","15194","3.50","6.43"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","305866","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","81.341951","2.1658143","2.6626044","114464","77.10","85.59"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","9.179505","1.5938877","17.3635478","12917","6.06","12.30"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","5.447875","1.2072227","22.1595148","7666","3.08","7.81"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","4.030669","1.0549198","26.1723237","5672","1.96","6.10"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","100.000000","","","140719","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","78.772294","2.0985993","2.6641337","124093","74.66","82.89"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","9.771544","1.3195649","13.5041606","15393","7.19","12.36"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","5.633654","1.1627247","20.6389074","8875","3.35","7.91"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","5.822508","1.1822458","20.3047532","9172","3.51","8.14"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","100.000000","","","157533","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","76.067867","9.1321558","12.0052741","5791","58.17","93.97"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","8.656318 !!","5.4574050","63.0453378","659","-2.04","19.35"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","10.682658 !!","7.7726729","72.7597278","813","-4.55","25.92"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","22","$130,000 - $139,999","Percentage","100.000000","","","7613","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","78.465301","1.7903387","2.2816948","223776","74.96","81.97"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","7.564415","0.9555096","12.6316401","21573","5.69","9.44"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","5.084898","0.8383019","16.4861099","14502","3.44","6.73"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","8.885386","1.3288706","14.9556882","25340","6.28","11.49"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","285191","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","79.929753","2.7623464","3.4559676","106746","74.52","85.34"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","5.705169","1.3505257","23.6719666","7619","3.06","8.35"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","4.478619","1.1683146","26.0864897","5981","2.19","6.77"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","9.886459","2.3538636","23.8089652","13203","5.27","14.50"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","100.000000","","","133549","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","78.046630","2.2752000","2.9151804","115817","73.59","82.51"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","8.938415","1.3295144","14.8741625","13264","6.33","11.54"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","5.348861","1.1498333","21.4967878","7937","3.10","7.60"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","7.666094","1.8071340","23.5730735","11376","4.12","11.21"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","100.000000","","","148394","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","23","$140,000 - $149,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","77.854136","1.8006146","2.3128053","186775","74.32","81.38"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","7.677300","1.0865748","14.1530845","18418","5.55","9.81"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","6.636655","1.0524484","15.8581146","15922","4.57","8.70"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","7.831909","1.2502022","15.9629313","18789","5.38","10.28"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","239904","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","82.145352","2.2429487","2.7304633","91648","77.75","86.54"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","6.557442","1.3873196","21.1564133","7316","3.84","9.28"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","6.065347","1.2850705","21.1870904","6767","3.55","8.58"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","5.231859","1.2829138","24.5211832","5837","2.72","7.75"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","100.000000","","","111568","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","74.160982","2.7039698","3.6460814","93415","68.86","79.46"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","8.684049","1.6120671","18.5635410","10939","5.52","11.84"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","7.175791","1.7427122","24.2859929","9039","3.76","10.59"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","9.979178","2.0816720","20.8601561","12570","5.90","14.06"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","100.000000","","","125963","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","24","$150,000 - $159,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","82.539134","1.6107083","1.9514480","164830","79.38","85.70"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","7.199244","1.0311754","14.3233856","14377","5.18","9.22"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","4.583635","0.8881356","19.3762285","9153","2.84","6.32"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","5.677987","1.0098495","17.7853444","11339","3.70","7.66"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","199699","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","84.855120","2.0946195","2.4684657","88522","80.75","88.96"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","6.596939","1.3951898","21.1490491","6882","3.86","9.33"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","3.454803","0.9007431","26.0721953","3604","1.69","5.22"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","5.093138","1.4902502","29.2599615","5313","2.17","8.01"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","1","Male","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","100.000000","","","104321","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","79.777816","2.8657847","3.5922075","75231","74.16","85.39"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","7.947696","1.8402188","23.1541172","7495","4.34","11.55"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","5.884718","1.6733105","28.4348445","5549","2.61","9.16"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","6.389770","1.5212498","23.8075839","6026","3.41","9.37"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","2","Female","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","100.000000","","","94301","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","‡","‡","‡","‡","‡","‡"
"FOODSEC","Food security status: previous 30 days","Total","Total","GENDER3","Gender","3","Genderqueer, gender nonconforming, or a different identity","BINCOME","Total income (categorical)","25","$160,000 - $169,999","Percentage","100.000000","","","‡","",""
"FOODSEC","Food security status: previous 30 days","1","High food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","82.018742","1.7938629","2.1871378","154569","78.50","85.53"
"FOODSEC","Food security status: previous 30 days","2","Marginal food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","6.525920","1.0743015","16.4620696","12298","4.42","8.63"
"FOODSEC","Food security status: previous 30 days","3","Low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","6.044772","1.1955234","19.7778093","11392","3.70","8.39"
"FOODSEC","Food security status: previous 30 days","4","Very low food security ","Total","Total","Total","Total","BINCOME","Total income (categorical)","26","$170,000 - $179,999","Percentage","5.410566","1.0869410","20.0892296","10197","3.28","7.54"
"FOODSEC","Food security status: previous 30 days","Total","Total","Total","Total","Total","Total","BINCOME","Total income (categorical)","Total","Total","Percentage","100.000000","","","188456","",""
